/home/heshi/work/bench-probes/MLAgentBench/.venv/lib/python3.10/site-packages/ogb/nodeproppred/dataset_pyg.py:69: UserWarning: Environment variable TORCH_FORCE_NO_WEIGHTS_ONLY_LOAD detected, since the`weights_only` argument was not explicitly passed to `torch.load`, forcing weights_only=False.
  self.data, self.slices = torch.load(self.processed_paths[0])
/home/heshi/work/copilotv3-mlagentbench-ogbn-arxiv-official-compat-20260603/copilot_mlp_seed20260604/env/train.py:65: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:838.)
  print(f"epoch={epoch} loss={float(loss):.6f} train_acc={train_acc:.4f} val_acc={val_acc:.4f} best_val={best_val:.4f}", flush=True)
epoch=0 loss=3.852725 train_acc=0.3755 val_acc=0.3871 best_val=0.3871
epoch=32 loss=1.585582 train_acc=0.5582 val_acc=0.5522 best_val=0.5522
epoch=33 loss=1.583226 train_acc=0.5597 val_acc=0.5526 best_val=0.5526
epoch=34 loss=1.577641 train_acc=0.5609 val_acc=0.5530 best_val=0.5530
epoch=35 loss=1.572978 train_acc=0.5616 val_acc=0.5539 best_val=0.5539
epoch=36 loss=1.572092 train_acc=0.5627 val_acc=0.5551 best_val=0.5551
epoch=37 loss=1.568307 train_acc=0.5631 val_acc=0.5561 best_val=0.5561
epoch=38 loss=1.562184 train_acc=0.5641 val_acc=0.5567 best_val=0.5567
epoch=39 loss=1.560598 train_acc=0.5651 val_acc=0.5575 best_val=0.5575
epoch=40 loss=1.555485 train_acc=0.5661 val_acc=0.5575 best_val=0.5575
epoch=41 loss=1.553845 train_acc=0.5667 val_acc=0.5577 best_val=0.5577
epoch=42 loss=1.550046 train_acc=0.5677 val_acc=0.5586 best_val=0.5586
epoch=43 loss=1.544220 train_acc=0.5684 val_acc=0.5590 best_val=0.5590
epoch=44 loss=1.543900 train_acc=0.5689 val_acc=0.5592 best_val=0.5592
epoch=45 loss=1.537852 train_acc=0.5694 val_acc=0.5594 best_val=0.5594
epoch=46 loss=1.541682 train_acc=0.5704 val_acc=0.5593 best_val=0.5594
epoch=47 loss=1.535820 train_acc=0.5711 val_acc=0.5595 best_val=0.5595
epoch=48 loss=1.534853 train_acc=0.5716 val_acc=0.5601 best_val=0.5601
epoch=49 loss=1.532347 train_acc=0.5720 val_acc=0.5605 best_val=0.5605
epoch=50 loss=1.529799 train_acc=0.5725 val_acc=0.5612 best_val=0.5612
epoch=51 loss=1.526996 train_acc=0.5727 val_acc=0.5614 best_val=0.5614
epoch=52 loss=1.525863 train_acc=0.5731 val_acc=0.5618 best_val=0.5618
epoch=53 loss=1.526729 train_acc=0.5733 val_acc=0.5621 best_val=0.5621
epoch=54 loss=1.523106 train_acc=0.5737 val_acc=0.5631 best_val=0.5631
epoch=55 loss=1.519462 train_acc=0.5740 val_acc=0.5634 best_val=0.5634
epoch=56 loss=1.521975 train_acc=0.5743 val_acc=0.5636 best_val=0.5636
epoch=57 loss=1.519244 train_acc=0.5746 val_acc=0.5636 best_val=0.5636
epoch=58 loss=1.516101 train_acc=0.5748 val_acc=0.5639 best_val=0.5639
epoch=59 loss=1.518065 train_acc=0.5752 val_acc=0.5637 best_val=0.5639
epoch=60 loss=1.516842 train_acc=0.5754 val_acc=0.5637 best_val=0.5639
epoch=61 loss=1.514112 train_acc=0.5757 val_acc=0.5635 best_val=0.5639
epoch=62 loss=1.511849 train_acc=0.5758 val_acc=0.5635 best_val=0.5639
epoch=63 loss=1.513190 train_acc=0.5759 val_acc=0.5634 best_val=0.5639
epoch=64 loss=1.512841 train_acc=0.5762 val_acc=0.5633 best_val=0.5639
epoch=65 loss=1.511810 train_acc=0.5763 val_acc=0.5632 best_val=0.5639
epoch=66 loss=1.514286 train_acc=0.5763 val_acc=0.5633 best_val=0.5639
epoch=67 loss=1.511829 train_acc=0.5764 val_acc=0.5630 best_val=0.5639
epoch=68 loss=1.509022 train_acc=0.5765 val_acc=0.5632 best_val=0.5639
epoch=69 loss=1.509930 train_acc=0.5765 val_acc=0.5629 best_val=0.5639
epoch=70 loss=1.509753 train_acc=0.5765 val_acc=0.5630 best_val=0.5639
early_stop epoch=70
done best_val=0.5639 seconds=146.34
